총구매액,최대구매액,환불금액,주구매상품,주구매지점,내점일수,내점당구매건수,주말방문비율,구매주기
0.07498570077990224,0.02441725935393682,0.07498570077990224,5,2,28,6.2142857142857135,0.8563218390804598,12
0.0806935854930119,0.0344014621889713,0.0806935854930119,5,1,17,3.294117647058824,0.6071428571428571,18
0.022513674104755924,0.005712908721697921,0.022513674104755924,41,0,1,1.0,1.0,0
0.27941089229528593,0.08091530549405951,0.27941089229528593,41,0,29,2.6206896551724137,0.3026315789473684,11
0.02266308888941264,0.005662177415831832,0.02266308888941264,0,2,2,1.5,0.0,61
0.02212676158378897,0.004417639838730816,0.02212676158378897,27,2,1,1.0,0.0,0
0.05179939705293765,0.023902900280572306,0.05179939705293765,5,0,33,3.121212121212121,0.1553398058252427,10
0.02467400689018734,0.006549975268488391,0.02467400689018734,9,2,6,3.333333333333333,0.0,49
0.022137916652935057,0.004317797810380471,0.022137916652935057,34,2,1,7.0,0.0,0
0.035483007906220505,0.019365266811438783,0.035483007906220505,9,1,18,1.8333333333333333,0.21212121212121213,19
0.02321475967693724,0.007429317903500602,0.02321475967693724,33,2,2,1.5,0.0,78
0.028052431131770708,0.007619560300498436,0.028052431131770708,29,0,12,3.083333333333333,0.3783783783783784,20
0.025809849706322177,0.009635566027499187,0.025809849706322177,22,2,1,4.0,1.0,0
0.03346226923513719,0.02213012298114064,0.03346226923513719,13,0,4,2.5,0.4,9
0.02554270895230374,0.010374552049615217,0.02554270895230374,5,0,8,3.875,0.967741935483871,27
0.1281103200473948,0.0327526947483234,0.1281103200473948,0,2,38,2.3947368421052637,0.2637362637362637,9
0.030709492832087217,0.016093097583076036,0.030709492832087217,4,2,5,1.8,0.6666666666666666,25
0.046730373673474435,0.03404634304790868,0.046730373673474435,36,0,12,2.25,1.0,16
0.02346531515833848,0.0057720952452083585,0.02346531515833848,9,2,5,3.0,0.7333333333333333,40
0.13972461181927395,0.17016407349838858,0.13972461181927395,3,2,21,2.523809523809524,0.05660377358490566,15
0.3384546943328153,0.0501845351250879,0.3384546943328153,24,0,176,3.136363636363636,0.3423913043478261,2
0.12073181429382694,0.04615421471461527,0.12073181429382694,41,2,51,2.7450980392156863,0.4571428571428571,6
0.06274849731852554,0.02914231681418673,0.06274849731852554,5,0,24,3.458333333333333,0.2891566265060241,13
0.18187482354732723,0.11695257045662404,0.18187482354732723,22,2,12,2.4166666666666665,0.4482758620689655,25
0.0246226135923743,0.012773015454728653,0.0246226135923743,11,2,1,1.0,0.0,0
0.02282681162879673,0.004637686877924978,0.02282681162879673,0,2,5,5.6,0.8571428571428571,62
0.023175401225421808,0.007843623568073662,0.023175401225421808,26,2,2,1.0,0.5,36
0.02434815679678005,0.011036877431755826,0.02434815679678005,40,0,2,3.0,0.0,7
0.16595593792307572,0.06475569353218126,0.16595593792307572,9,1,81,2.740740740740741,0.21621621621621626,4
0.08130171355879585,0.026321092526855886,0.08130171355879585,41,0,21,3.095238095238096,0.5384615384615384,15
0.025838305656294833,0.016337735213585846,0.025838305656294833,22,1,3,1.3333333333333333,0.0,2
0.023725219850522155,0.008796244756003557,0.023725219850522155,5,2,2,3.0,0.0,79
0.22548008565695563,0.03627570210013514,0.22548008565695563,22,2,43,3.8837209302325584,0.43712574850299396,8
0.024352471493336556,0.0103992131010779,0.024352471493336556,5,0,2,2.5,0.0,58
0.06829323598827866,0.11278132975207894,0.06829323598827866,40,0,12,1.4166666666666667,0.4705882352941176,10
0.04563787566752723,0.05349616203579094,0.04563787566752723,5,0,9,2.6666666666666665,0.04166666666666666,37
0.02625083274169723,0.009655858549845624,0.02625083274169723,17,2,2,2.0,0.0,29
0.022132297023761464,0.004417851219171925,0.022132297023761464,33,0,1,2.0,1.0,0
0.02210188367486317,0.004250156069225686,0.02210188367486317,0,2,2,4.0,0.0,1
0.05645139343419954,0.033386836071649516,0.05645139343419954,40,0,4,2.0,0.5,27
0.056075114009331836,0.043960085735906915,0.056075114009331836,0,2,10,4.7,0.1914893617021277,29
0.023794284461646616,0.004808200433752666,0.023794284461646616,0,0,7,5.7142857142857135,0.0,17
0.024711854145542982,0.008429851991415136,0.024711854145542982,4,0,4,1.25,0.2,69
0.06259941087175312,0.022520190355133234,0.06259941087175312,28,0,27,3.0740740740740735,0.4819277108433735,12
0.15529048370438245,0.13418007640698343,0.15529048370438245,5,2,57,2.3859649122807016,0.16911764705882354,6
0.032975226287838943,0.03204809327796106,0.032975226287838943,9,2,15,1.3333333333333333,0.05,22
0.037721527202715835,0.04442653190928679,0.037721527202715835,11,2,4,1.25,0.8,28
0.04147776311262698,0.017956063870714085,0.04147776311262698,0,0,38,2.3684210526315788,0.2888888888888889,9
0.029583041321335365,0.016391848606509673,0.029583041321335365,5,2,3,1.6666666666666667,0.4,97
0.02218112676040093,0.00459963839852541,0.02218112676040093,28,0,1,1.0,0.0,0
0.04089461819227019,0.0278909446028232,0.04089461819227019,5,2,20,5.15,0.2330097087378641,16
0.022193186863458867,0.004371502534451489,0.022193186863458867,9,2,1,4.0,1.0,0
0.05202517565245442,0.028242681656828084,0.05202517565245442,0,0,12,3.8333333333333335,0.7173913043478259,27
0.11831781523601355,0.0464924234203892,0.11831781523601355,5,2,69,2.681159420289855,0.24864864864864866,5
0.022547812825803,0.005757157694036676,0.022547812825803,22,0,1,2.0,0.0,0
0.022656164327621957,0.004985760004283977,0.022656164327621957,0,2,3,4.666666666666667,0.0,17
0.024551052771437147,0.008215653144424982,0.024551052771437147,11,2,3,1.6666666666666667,0.2,3
0.02336608976591904,0.006452740265578387,0.02336608976591904,6,2,2,1.5,0.6666666666666666,2
0.024432198666780654,0.011815884817388437,0.024432198666780654,5,2,1,5.0,1.0,0
0.05569674248281674,0.031907172983888586,0.05569674248281674,24,1,12,2.833333333333333,0.05882352941176471,13
0.028910369604526153,0.015137657989264693,0.028910369604526153,20,2,4,2.75,0.0,58
0.09348818039812813,0.041912513863033934,0.09348818039812813,41,0,22,2.6818181818181817,0.3389830508474576,13
0.0735707623431924,0.046830632126163126,0.0735707623431924,36,2,26,2.3846153846153846,0.16129032258064516,13
0.03350987401890062,0.011271368801092415,0.03350987401890062,0,2,19,4.578947368421051,0.28735632183908044,17
0.03939947691313003,0.0204503530757968,0.03939947691313003,5,0,14,3.571428571428572,0.26,24
0.03366203758097333,0.023127838663173726,0.03366203758097333,0,2,11,4.636363636363637,0.1568627450980392,25
0.08748867271131941,0.032774903786669224,0.08748867271131941,5,0,34,5.176470588235294,0.3068181818181818,10
0.16975174696696513,0.067483346744248,0.16975174696696513,13,2,39,2.230769230769231,0.26436781609195403,9
0.17750642269943925,0.18503940836023736,0.17750642269943925,5,0,104,4.490384615384615,0.18629550321199145,3
0.02363170669539752,0.009455751732262716,0.02363170669539752,31,2,1,1.0,0.0,0
0.03716758330676147,0.0116231058550973,0.03716758330676147,5,2,16,1.9375,0.2903225806451613,12
0.04436685025118206,0.013869375342612466,0.04436685025118206,0,2,57,5.0,0.3578947368421053,6
0.022071680798967642,0.00423324563393699,0.022071680798967642,20,0,1,1.0,0.0,0
0.02215418621604812,0.005560714804099654,0.02215418621604812,5,2,2,4.5,0.2222222222222222,1
0.023440597208894777,0.005394428857094139,0.023440597208894777,17,0,5,1.4,0.7142857142857143,67
0.022208067304753738,0.004689827386731791,0.022208067304753738,32,0,1,1.0,1.0,0
0.04088771467777978,0.027349810673584916,0.04088771467777978,33,0,27,2.4444444444444446,0.3484848484848485,12
0.029672450252906254,0.02641128151506227,0.029672450252906254,22,0,2,1.0,0.0,80
0.02524758370783882,0.005095677833660503,0.02524758370783882,0,0,4,19.0,0.0,19
0.022674475478861755,0.005400065668857038,0.022674475478861755,9,0,4,2.0,0.0,61
0.15036381584506348,0.04120791239267158,0.15036381584506348,41,0,36,2.6111111111111107,0.07446808510638298,10
0.025139703665546038,0.010101166679114627,0.025139703665546038,5,1,5,2.6,0.07692307692307693,35
0.03758684973771212,0.040679461289899826,0.03758684973771212,11,2,4,2.0,0.0,63
0.05626419032662795,0.017977201914824957,0.05626419032662795,9,0,17,3.4117647058823533,0.0,13
0.033795027052494944,0.021464979193118582,0.033795027052494944,41,2,8,1.25,0.1,20
0.05251323307962595,0.03979138159665512,0.05251323307962595,22,0,11,2.363636363636364,0.038461538461538464,26
0.02917659690571263,0.010697259523041174,0.02917659690571263,21,0,12,1.75,0.0,22
0.0893666012405725,0.0629885530445125,0.0893666012405725,11,2,31,2.161290322580645,0.2537313432835821,10
0.1641281819482197,0.06568576747305957,0.1641281819482197,9,2,91,9.12087912087912,0.7216867469879518,3
0.023754201983001703,0.007006557021283192,0.023754201983001703,22,2,2,2.5,0.0,38
0.03453627087360217,0.021464979193118582,0.03453627087360217,5,2,4,2.0,0.0,40
0.022844537665088867,0.006712033606671731,0.022844537665088867,2,0,1,2.0,1.0,0
0.022281311909712942,0.004935028698417889,0.022281311909712942,27,0,1,1.0,0.0,0
0.2678270307101453,0.24096242924039735,0.2678270307101453,5,2,15,3.2666666666666666,0.4693877551020408,22
0.022900102537816536,0.007006557021283192,0.022900102537816536,22,2,1,1.0,0.0,0
0.026099292179712675,0.017176492803905184,0.026099292179712675,22,0,1,2.0,0.0,0
0.14215234634524723,0.13368262776890763,0.14215234634524723,9,2,62,2.6129032258064515,0.08024691358024691,5
0.022454320717978638,0.005028036092505718,0.022454320717978638,33,0,1,2.0,0.0,0
0.022098882329843868,0.004279749330980904,0.022098882329843868,34,2,1,2.0,1.0,0
0.24735456588072077,0.13368262776890763,0.24735456588072077,5,0,46,2.760869565217391,0.11811023622047245,7
0.03906699692013592,0.028525085926149312,0.03906699692013592,9,2,8,5.0,0.05,29
0.053504771395610995,0.014151215930757407,0.053504771395610995,41,0,24,1.875,0.4666666666666667,14
0.023385032336167108,0.009330050829950073,0.023385032336167108,4,2,4,1.75,0.0,51
0.14534306655351245,0.07257254224438116,0.14534306655351245,5,2,51,2.8039215686274512,0.23776223776223776,7
0.02388755767754811,0.007801065639263777,0.02388755767754811,2,2,3,1.6666666666666667,0.8,69
0.02663220982269169,0.01203741151967036,0.02663220982269169,3,1,3,1.0,0.6666666666666666,53
0.09881782828744445,0.025737682509395864,0.09881782828744445,9,2,58,3.3448275862068964,0.15979381443298968,5
0.1340520739422472,0.0641074601794479,0.1340520739422472,11,0,22,3.727272727272727,0.3780487804878049,13
0.03156200952029166,0.025671449971181804,0.03156200952029166,0,0,13,3.0769230769230766,0.075,25
0.0223764457069588,0.0048645685513816535,0.0223764457069588,41,2,1,2.0,0.0,0
0.05120434357008491,0.01984157740540373,0.05120434357008491,22,0,19,2.3157894736842106,0.2954545454545455,18
0.04490407417179747,0.02077446975216348,0.04490407417179747,5,2,35,4.514285714285714,0.3227848101265823,9
0.029467449548221593,0.009573561098107301,0.029467449548221593,41,1,10,2.2,0.2272727272727273,31
0.03423702035828322,0.014771265224676273,0.03423702035828322,0,2,7,4.142857142857143,0.4827586206896552,43
0.022728272378366273,0.005515056628820174,0.022728272378366273,0,2,1,6.0,1.0,0
0.060284527760397735,0.05250971997728365,0.060284527760397735,0,0,9,3.4444444444444446,0.06451612903225806,31
0.13314822288867048,0.02091539004623595,0.13314822288867048,5,2,123,3.9349593495934965,0.3347107438016529,2
0.025349587343894645,0.012107871666706595,0.025349587343894645,21,1,1,3.0,1.0,0
0.028547472053173695,0.01707531203276115,0.028547472053173695,0,2,10,2.1,0.0,23
0.024227976712206188,0.007351811741760743,0.024227976712206188,36,1,10,1.9,0.3157894736842105,11
0.042765963125997064,0.011675810045080403,0.042765963125997064,9,1,38,3.3421052631578947,0.1968503937007874,9
0.2146917194141127,0.20409768031103928,0.2146917194141127,5,2,82,2.963414634146341,0.2757201646090535,4
0.0221701821642576,0.004427715639756998,0.0221701821642576,5,2,1,3.0,0.0,0
0.02641129735899865,0.02143961354018554,0.02641129735899865,1,2,8,1.5,0.5,4
0.11988353653189801,0.05480812997360563,0.11988353653189801,11,0,38,1.8947368421052633,0.3611111111111111,8
0.022149480039706487,0.004296208821328569,0.022149480039706487,30,2,2,5.5,1.0,14
0.03538432974360823,0.011036877431755826,0.03538432974360823,28,2,11,1.5454545454545454,0.1176470588235294,28
0.06159495372285889,0.03570356570620092,0.06159495372285889,0,2,18,4.166666666666667,0.17333333333333334,18
0.05885263782804591,0.03240039401314223,0.05885263782804591,0,0,32,3.0625,0.4387755102040816,9
0.03904804593096774,0.012028956302026012,0.03904804593096774,9,2,52,8.076923076923077,0.14523809523809525,6
0.02630218815436977,0.01011384950558115,0.02630218815436977,6,2,4,1.75,0.42857142857142855,62
0.05897690108887324,0.01957664725254749,0.05897690108887324,13,0,44,2.0,0.2159090909090909,7
0.023945732415509957,0.01050701712604334,0.023945732415509957,11,2,1,1.0,0.0,0
0.03499902944584239,0.03165351645455814,0.03499902944584239,34,0,29,2.689655172413793,0.20512820512820512,11
0.029614191325743302,0.02483297422145061,0.029614191325743302,22,2,1,2.0,0.0,0
0.023109228513355222,0.007706649042235222,0.023109228513355222,40,1,1,1.0,0.0,0
0.22345977635079795,0.1282261939824216,0.22345977635079795,6,2,49,2.2857142857142856,0.24107142857142855,7
0.022405911927344684,0.005352152768872399,0.022405911927344684,41,0,1,1.0,1.0,0
0.02243600956673884,0.005233075120381162,0.02243600956673884,5,0,2,1.5,0.0,88
0.028427544536203143,0.02458495450388306,0.028427544536203143,1,2,1,2.0,1.0,0
0.05651065000339556,0.014433056518902344,0.05651065000339556,0,1,156,3.8333333333333335,0.24581939799331104,2
0.1842346889488317,0.05707553750523167,0.1842346889488317,41,0,51,2.5098039215686274,0.453125,6
0.02345827694112631,0.0059665652510283666,0.02345827694112631,14,2,4,1.75,0.0,70
0.18095402941702865,0.1648654704412637,0.18095402941702865,22,2,26,2.0384615384615383,0.5660377358490566,13
0.08067636459192637,0.02831370548504061,0.08067636459192637,9,2,46,4.260869565217392,0.25,7
0.11110416035712453,0.05454601822663084,0.11110416035712453,5,2,47,2.6595744680851063,0.4,7
0.023117058109057755,0.0068585907125071,0.023117058109057755,20,0,1,7.0,1.0,0
0.02230541106852854,0.005005488845454123,0.02230541106852854,27,2,2,1.5,1.0,0
0.03626071827978529,0.012319252107815301,0.03626071827978529,20,0,12,2.0,0.20833333333333331,20
0.19147664402767134,0.23109800865532446,0.19147664402767134,11,0,40,2.125,0.29411764705882354,6
0.06435854422879049,0.021126770487344654,0.06435854422879049,9,2,50,4.32,0.3333333333333333,7
0.09053371613545687,0.022919276627946468,0.09053371613545687,13,1,46,2.347826086956522,0.04629629629629629,7
0.04338602922049736,0.023209572433735757,0.04338602922049736,36,1,9,3.0,0.07407407407407407,23
0.024488226580114385,0.0066824403449165124,0.024488226580114385,36,0,6,2.333333333333333,0.14285714285714285,47
0.07379774063882488,0.042300044671733227,0.07379774063882488,5,0,21,4.333333333333333,0.4615384615384616,15
0.029169844931784206,0.019300443476165448,0.029169844931784206,20,0,14,3.2142857142857144,0.3555555555555556,24
0.061714216145140735,0.03448601436541478,0.061714216145140735,9,0,67,5.6716417910447765,0.3631578947368421,5
0.040804198990286075,0.024508857545083928,0.040804198990286075,27,0,7,2.571428571428572,0.1111111111111111,18
0.09418571318602292,0.05283383665365033,0.09418571318602292,5,0,39,3.58974358974359,0.2571428571428571,8
0.022458109232028255,0.005526893933522261,0.022458109232028255,6,2,1,1.0,0.0,0
0.03301605805037367,0.022445784439862972,0.03301605805037367,0,2,8,3.75,0.5,35
0.18886928763168576,0.07191444447106272,0.18886928763168576,13,0,69,3.8260869565217392,0.2878787878787879,5
0.02905104975956848,0.027598112231740607,0.02905104975956848,7,2,1,1.0,1.0,0
0.03970297898310465,0.014933323562859611,0.03970297898310465,0,2,12,5.083333333333333,0.3114754098360656,25
0.02322970326013294,0.006425965409704618,0.02322970326013294,24,0,2,1.0,1.0,62
0.19235536881417897,0.059200615539844514,0.19235536881417897,0,1,40,3.6,0.1875,9
0.022405541494859835,0.004675171676148254,0.022405541494859835,9,2,2,4.5,0.7777777777777778,20
0.022083467287121995,0.004258611286870034,0.022083467287121995,0,0,1,3.0,1.0,0
0.13746888425007325,0.1282261939824216,0.13746888425007325,22,2,52,3.0384615384615383,0.4683544303797468,6
0.027160076113604555,0.021267690781417124,0.027160076113604555,18,0,1,1.0,1.0,0
0.04596464763268659,0.009395156005811554,0.04596464763268659,9,2,95,6.378947368421053,0.301980198019802,3
0.02616538070257816,0.012460172401887768,0.02616538070257816,11,1,2,1.0,0.0,63
0.09782384848462743,0.029824371037497483,0.09782384848462743,9,0,39,5.102564102564102,0.03015075376884422,8
0.06555279330319021,0.02261629799569066,0.06555279330319021,17,2,21,2.761904761904762,0.29310344827586204,14
0.041896781185434384,0.025178228941928157,0.041896781185434384,5,0,23,2.130434782608696,0.30612244897959184,15
0.036657670362983716,0.0515655540069981,0.036657670362983716,8,0,2,1.0,0.5,95
0.07334197818919627,0.01779541473547147,0.07334197818919627,21,0,50,1.7,0.1411764705882353,7
0.11475244887338201,0.16439197825318022,0.11475244887338201,0,0,17,2.8235294117647056,0.2708333333333333,20
0.06280029051504381,0.027693656191121744,0.06280029051504381,34,2,19,3.0,0.3859649122807017,18
0.035394621873443013,0.04332171680375863,0.035394621873443013,17,0,2,2.0,0.75,15
0.06668348794967763,0.05854110856358535,0.06668348794967763,9,1,67,3.08955223880597,0.285024154589372,5
0.022118405805579545,0.00438966716035743,0.022118405805579545,28,0,1,1.0,0.0,0
0.16902442803972026,0.04480137989151956,0.16902442803972026,5,2,69,3.36231884057971,0.4482758620689655,5
0.022070838906956616,0.00423042722805554,0.022070838906956616,0,2,1,1.0,1.0,0
0.03476331652059553,0.016427106864086605,0.03476331652059553,5,2,11,2.272727272727273,0.36,28
0.04887920621403524,0.028947846808366724,0.04887920621403524,13,0,21,1.0952380952380951,0.2608695652173913,12
0.02209230715323776,0.004302296578032499,0.02209230715323776,13,0,1,1.0,0.0,0
0.08098367201379084,0.02466809747738582,0.08098367201379084,0,0,27,2.3703703703703702,0.71875,12
0.0224063328733502,0.004832156883744986,0.0224063328733502,21,2,1,3.0,0.0,0
0.024065533648678857,0.021655221590116416,0.024065533648678857,21,2,3,3.6666666666666665,0.2727272727272727,0
0.04183815603524663,0.015501232347971666,0.04183815603524663,5,2,10,4.1,0.4390243902439024,30
0.1766924436180395,0.12392107899850766,0.1766924436180395,0,2,37,5.702702702702703,0.23696682464454974,9
0.02671808280781627,0.013025262781118374,0.02671808280781627,13,0,3,1.6666666666666667,0.6,89
0.04372653244435655,0.01654686092998939,0.04372653244435655,5,2,35,3.7142857142857135,0.3538461538461539,9
0.13772737877313845,0.039344946105033536,0.13772737877313845,24,0,30,3.9,0.4188034188034188,11
0.027746453899283673,0.011335628455189461,0.027746453899283673,30,2,7,2.142857142857143,0.5333333333333333,31
0.0690921704594414,0.03240039401314223,0.0690921704594414,24,2,14,2.071428571428572,0.4137931034482759,22
0.022322480429052077,0.0047922200724048476,0.022322480429052077,5,2,1,5.0,1.0,0
0.034493852144626656,0.013319786195729835,0.034493852144626656,5,0,79,2.6455696202531644,0.3923444976076555,4
0.0266991402375682,0.009864420585072878,0.0266991402375682,41,0,3,1.6666666666666667,0.0,85
0.026293832376160346,0.006189219315662868,0.026293832376160346,0,0,27,3.111111111111111,0.011904761904761904,13
0.03589276937636668,0.02949095362172202,0.03589276937636668,22,0,2,1.0,0.5,32
0.02492948323039302,0.008373483873786149,0.02492948323039302,6,0,1,4.0,1.0,0
0.039476114342893664,0.043403450574320664,0.039476114342893664,11,0,12,1.25,0.2,20
0.027033792311950758,0.020844929899199716,0.027033792311950758,8,2,1,1.0,1.0,0
0.023884695244710624,0.007136203691829865,0.023884695244710624,0,2,4,2.25,0.0,46
0.034973360158426225,0.0178940589413222,0.034973360158426225,41,1,9,2.0,0.2222222222222222,39
0.02662547468660349,0.019478003046696758,0.02662547468660349,22,0,1,1.0,1.0,0
0.026249317336077382,0.014540155942397423,0.026249317336077382,9,2,4,1.5,0.0,82
0.02213819026783864,0.004343163463313516,0.02213819026783864,0,0,1,2.0,1.0,0
0.02425554867556727,0.011544190490416717,0.02425554867556727,40,0,1,1.0,0.0,0
0.10463028440724356,0.03958732901083818,0.10463028440724356,11,0,40,2.1,0.15476190476190474,8
0.10605744290649342,0.038781264928743654,0.10605744290649342,0,0,90,3.8222222222222224,0.09883720930232558,3
0.036203259150032814,0.03240039401314223,0.036203259150032814,20,2,2,3.5,0.14285714285714285,166
0.03440185860458192,0.020563089311054775,0.03440185860458192,9,2,6,2.333333333333333,0.07142857142857142,57
0.04541343146684794,0.04054981461935315,0.04541343146684794,11,0,10,2.3,0.39130434782608703,33
0.022177338246351316,0.004393894769179605,0.022177338246351316,28,2,1,4.0,0.0,0
0.05704951561343247,0.02762319604408551,0.05704951561343247,0,1,17,2.3529411764705883,0.775,18
0.022872741047458213,0.0065837961390657835,0.022872741047458213,16,1,2,1.5,0.0,31
0.02289517746955204,0.006287863521513597,0.02289517746955204,20,2,4,1.25,0.6,66
0.023003234309167134,0.007226392680036246,0.023003234309167134,36,0,1,2.0,0.0,0
0.023809766855729372,0.007885899656295403,0.023809766855729372,21,2,2,3.5,0.0,2
0.022550717353241035,0.005836918580481694,0.022550717353241035,17,0,1,1.0,1.0,0
0.022432852471697493,0.00544234175707878,0.022432852471697493,41,2,1,1.0,1.0,0
